"activity" "subject" "TimeBodyAccelerometerelerometer.mean...X" "TimeBodyAccelerometerelerometer.mean...Y" "TimeBodyAccelerometerelerometer.mean...Z" "TimeGravityAccelerometerelerometer.mean...X" "TimeGravityAccelerometerelerometer.mean...Y" "TimeGravityAccelerometerelerometer.mean...Z" "TimeBodyAccelerometerelerometerJerk.mean...X" "TimeBodyAccelerometerelerometerJerk.mean...Y" "TimeBodyAccelerometerelerometerJerk.mean...Z" "TimeBodyGyroscopescope.mean...X" "TimeBodyGyroscopescope.mean...Y" "TimeBodyGyroscopescope.mean...Z" "TimeBodyGyroscopescopeJerk.mean...X" "TimeBodyGyroscopescopeJerk.mean...Y" "TimeBodyGyroscopescopeJerk.mean...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.mean.." "TimeGravityAccelerometerelerometerMagnitudenitude.mean.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "TimeBodyGyroscopescopeMagnitudenitude.mean.." "TimeBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometer.mean...X" "FrequencyBodyAccelerometerelerometer.mean...Y" "FrequencyBodyAccelerometerelerometer.mean...Z" "FrequencyBodyAccelerometerelerometer.meanFreq...X" "FrequencyBodyAccelerometerelerometer.meanFreq...Y" "FrequencyBodyAccelerometerelerometer.meanFreq...Z" "FrequencyBodyAccelerometerelerometerJerk.mean...X" "FrequencyBodyAccelerometerelerometerJerk.mean...Y" "FrequencyBodyAccelerometerelerometerJerk.mean...Z" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscopescope.mean...X" "FrequencyBodyGyroscopescope.mean...Y" "FrequencyBodyGyroscopescope.mean...Z" "FrequencyBodyGyroscopescope.meanFreq...X" "FrequencyBodyGyroscopescope.meanFreq...Y" "FrequencyBodyGyroscopescope.meanFreq...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerMagnitudenitude.meanFreq.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.meanFreq.." "Angle.tBodyAccelerometerelerometerMean.Gravity." "Angle.tBodyAccelerometerelerometerJerkMean..GravityMean." "Angle.tBodyGyroscopescopeMean.GravityMean." "Angle.tBodyGyroscopescopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean." "TimeBodyAccelerometerelerometer.std...X" "TimeBodyAccelerometerelerometer.std...Y" "TimeBodyAccelerometerelerometer.std...Z" "TimeGravityAccelerometerelerometer.std...X" "TimeGravityAccelerometerelerometer.std...Y" "TimeGravityAccelerometerelerometer.std...Z" "TimeBodyAccelerometerelerometerJerk.std...X" "TimeBodyAccelerometerelerometerJerk.std...Y" "TimeBodyAccelerometerelerometerJerk.std...Z" "TimeBodyGyroscopescope.std...X" "TimeBodyGyroscopescope.std...Y" "TimeBodyGyroscopescope.std...Z" "TimeBodyGyroscopescopeJerk.std...X" "TimeBodyGyroscopescopeJerk.std...Y" "TimeBodyGyroscopescopeJerk.std...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.std.." "TimeGravityAccelerometerelerometerMagnitudenitude.std.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.std.." "TimeBodyGyroscopescopeMagnitudenitude.std.." "TimeBodyGyroscopescopeJerkMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometer.std...X" "FrequencyBodyAccelerometerelerometer.std...Y" "FrequencyBodyAccelerometerelerometer.std...Z" "FrequencyBodyAccelerometerelerometerJerk.std...X" "FrequencyBodyAccelerometerelerometerJerk.std...Y" "FrequencyBodyAccelerometerelerometerJerk.std...Z" "FrequencyBodyGyroscopescope.std...X" "FrequencyBodyGyroscopescope.std...Y" "FrequencyBodyGyroscopescope.std...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.std.." "FrequencyBodyGyroscopescopeMagnitudenitude.std.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.std.."
"SITTING" 13 0.032150855 -0.060821305 -0.23073639 0.63005898 0.043526671 0.067545729 0.012624418 -0.46750501 -0.38828888 -0.34918649 -0.42653266 -0.58075153 -0.14517649 -0.080837788 -0.087149273 -0.99724017 -0.99724017 -0.99616396 -0.99559055 -0.99936826 -0.99795278 -0.99558272 -0.99386074 -0.52823861 -0.64560798 -0.66804006 -0.99934046 -0.99471778 -0.99314248 -0.28861662 -0.45066518 -0.71997328 -0.99876454 -0.99709456 -0.99525789 -0.39665132 -0.72407385 -0.37543741 -0.99704772 -0.51464802 -0.99673588 -0.47105298 -0.99730616 -0.444109 -0.99982703 -0.54315136 -0.41550792 -0.87178081 -0.76077886 -0.78091948 -0.91837689 -0.26472043 -0.30739524 -0.9966133 -0.99598068 -0.99423058 -0.99909441 -0.99920053 -0.99837168 -0.99959039 -0.99476648 -0.9948146 -0.9991531 -0.99574601 -0.99420385 -0.99895886 -0.99898902 -0.99835997 -0.997195 -0.997195 -0.99736895 -0.99563785 -0.99998334 -0.9969203 -0.9958894 -0.99405018 -0.99999041 -0.99612261 -0.99548817 -0.99927326 -0.99489395 -0.99450694 -0.99687315 -0.99730274 -0.99498769 -1
"SITTING" 14 0.2701394 -0.095118399 -0.12073779 0.96417209 0.036689457 -0.027044894 0.055546686 -0.44161798 -0.080393381 -0.15481624 -0.11029822 -0.40480963 -0.10751814 -0.051955183 -0.081213137 -0.99383966 -0.99383966 -0.99666674 -0.99336595 -0.9972817 -0.99793159 -0.99085552 -0.99014481 -0.21263176 -0.65608846 -0.36766564 -0.99823634 -0.99338567 -0.99559657 -0.067648362 -0.73095808 -0.50732004 -0.99735866 -0.99217953 -0.99367313 -0.48618607 -0.67133304 -0.5148822 -0.99358706 -0.6129781 -0.99732365 -0.59548641 -0.99430221 -0.7524246 -0.9981687 -0.50479097 -0.10273592 -0.3991352 -0.49843732 -0.90165501 -0.94859966 0.020383379 0.01147915 -0.99822399 -0.99175899 -0.98575802 -0.99967357 -0.99765629 -0.99602005 -0.99794835 -0.99384973 -0.99687294 -0.99797764 -0.98983156 -0.99402919 -0.99819212 -0.9968912 -0.99719284 -0.99423931 -0.99423931 -0.99783583 -0.99203898 -0.99843737 -0.99832849 -0.99176428 -0.98665674 -0.99774875 -0.99495371 -0.99680913 -0.99830136 -0.98929208 -0.9946024 -0.99517215 -0.99735344 -0.99273603 -0.9986059
"SITTING" 15 -0.41265906 -0.12107333 -0.21672453 0.38726136 -0.036442194 0.1286936 -0.123313 -0.49961955 -0.38613424 -0.24490966 -0.31885996 -0.73188685 -0.11319895 -0.10550412 -0.12773615 -0.99925367 -0.99925367 -0.99755177 -0.99705958 -0.99852589 -0.99885594 -0.99586708 -0.99732262 -0.91964327 -0.72951999 -0.86826767 -0.99846792 -0.99721644 -0.99684127 -0.19137276 -0.56333087 -0.54344733 -0.9993203 -0.99673125 -0.99710918 -0.51433576 -0.97242168 -0.50392868 -0.99802759 -0.87913229 -0.99855421 -0.32576244 -0.99688975 -0.75423148 -0.9993871 -0.55388393 -0.78524595 -0.77327775 -0.55029015 -0.89771257 -0.88216326 -0.3220253 -0.42165049 -0.99861576 -0.99794731 -0.99856348 -0.99953291 -0.99979107 -0.99875253 -0.99767492 -0.99752765 -0.99756346 -0.99917537 -0.9968688 -0.99714433 -0.99951285 -0.99800085 -0.9982596 -0.99798 -0.99798 -0.99913959 -0.99690232 -0.99934593 -0.99860929 -0.99830726 -0.99901127 -0.99768155 -0.9981595 -0.99784944 -0.99930608 -0.99690533 -0.99806903 -0.99745118 -0.99898973 -0.99732505 -0.99897052
"SITTING" 16 0.10481167 -0.033960475 -0.21390376 0.63450589 0.081994566 0.054327497 0.062344881 -0.19781948 -0.2695425 -0.26185068 -0.40393177 -0.48914751 -0.10814975 -0.069361697 -0.092424046 -0.99838056 -0.99838056 -0.99544048 -0.99752275 -0.99866006 -0.9989049 -0.99450841 -0.99627135 -0.74994977 -0.2620948 -0.3629984 -0.9980165 -0.99668637 -0.99537811 -0.18707675 -0.49806536 -0.47643525 -0.99829039 -0.99679419 -0.9964707 -0.80275878 -0.67749362 -0.39340683 -0.9969177 -0.52952892 -0.99728974 -0.35181608 -0.99798401 -0.60920923 -0.9993544 -0.60913269 -0.56528232 -0.68432794 -0.72639769 -0.72215888 -0.89300391 -0.20630429 -0.34049851 -0.99929538 -0.99638019 -0.9968082 -0.99972859 -0.9994229 -0.99758209 -0.997742 -0.99725163 -0.99733343 -0.99893053 -0.99684798 -0.99724301 -0.99835711 -0.99821252 -0.99857084 -0.99769806 -0.99769806 -0.99722402 -0.99802755 -0.99937745 -0.99951966 -0.99700836 -0.99655726 -0.99758507 -0.99830334 -0.99817707 -0.99915567 -0.99682431 -0.99780135 -0.99799083 -0.99717532 -0.99875417 -0.99911753
"SITTING" 17 0.17805985 -0.066284134 -0.24265575 0.81592521 -0.31605105 -0.13133273 0.028726519 -0.058704961 -0.13688552 -0.33441279 -0.22688146 -0.15208468 -0.1607022 -0.10877337 -0.12848742 -0.99206677 -0.99206677 -0.99182397 -0.99135698 -0.99635814 -0.99511719 -0.99064583 -0.98817399 -0.54166278 -0.41769684 -0.53197403 -0.99407073 -0.99255686 -0.99217375 -0.1132011 -0.61536666 -0.66635703 -0.99688714 -0.98899788 -0.99052153 -0.58296693 -0.7905439 -0.49933877 -0.99051509 -0.5789197 -0.99394125 -0.2579763 -0.99182126 -0.62974674 -0.99691188 -0.62653664 -0.19173373 -0.73434622 -0.96112704 -0.86200274 -0.83041457 -0.00098529891 -0.30304259 -0.99641471 -0.99120942 -0.984602 -0.99996966 -0.99868245 -0.99282232 -0.99391303 -0.99142084 -0.99352308 -0.99756733 -0.98935932 -0.9895267 -0.99764993 -0.99519777 -0.99515933 -0.99063509 -0.99063509 -0.9952215 -0.98857314 -0.9969588 -0.99721142 -0.99096456 -0.98379059 -0.9948774 -0.99200041 -0.99340861 -0.99774082 -0.98958058 -0.99165892 -0.99198051 -0.99604351 -0.98966164 -0.99685676
"SITTING" 18 0.22345536 -0.096001131 -0.23526589 0.80081471 -0.016064027 0.089802876 0.041373705 -0.41968839 -0.031411654 -0.20157536 -0.2966945 -0.75566521 -0.11763218 -0.054308697 -0.10105966 -0.99891383 -0.99891383 -0.99657126 -1 -0.99989014 -0.99871322 -0.99466672 -0.99588585 -0.75521919 -0.54298148 -0.20089613 -0.99817432 -0.99460571 -0.99572942 -0.32711655 -0.91803789 -0.34611869 -0.99951222 -0.99910205 -0.99808174 -0.62842271 -0.52560949 -0.96634502 -0.99929318 -0.51466911 -0.99790216 -0.26490752 -0.99975634 -0.48203575 -0.99986223 -0.40415546 -0.79351947 -0.8507097 -0.82107277 -0.67695107 -0.86157809 -0.21971843 -0.19319778 -0.99900412 -0.99681427 -0.99598904 -0.99951585 -0.99943335 -0.99898562 -0.99819558 -0.9945468 -0.99736285 -0.99975503 -0.9993272 -0.99775832 -0.99950482 -0.99906371 -0.99915207 -0.99935221 -0.99935221 -0.99809651 -0.99959126 -0.99981537 -0.99916108 -0.99727296 -0.99566353 -0.99837829 -0.99484604 -0.99775617 -0.99985687 -0.99944934 -0.99834886 -0.99879922 -0.99722473 -0.99959099 -0.99941533
"SITTING" 19 0.2209483 -0.057113516 -0.22370309 0.83016325 0.092305481 0.22997536 -0.0010503859 -0.26031054 -0.16863887 -0.21431327 -0.2549532 -0.70697839 -0.10613696 -0.051956291 -0.082656582 -0.99876035 -0.99876035 -0.99623891 -0.99764435 -0.99898251 -0.99733045 -0.99333558 -0.99843434 -0.59787697 -0.36794003 -0.34154277 -0.99749019 -0.99522381 -0.99874404 -0.20431224 -0.39225693 -0.44625171 -0.99811873 -0.99878133 -0.99625382 -0.35997714 -0.6487228 -0.31458578 -0.99855827 -0.44639833 -0.99821631 -0.081835319 -0.99882173 -0.45012615 -0.999169 -0.54041447 -0.57858744 -0.7837352 -0.77808611 -0.76471489 -0.75587009 -0.056314706 -0.26138368 -0.99806659 -0.99408888 -0.99769196 -0.9992681 -0.99909084 -0.9986883 -0.99752525 -0.99462567 -0.99902896 -0.99787577 -0.99849272 -0.99673308 -0.99891317 -0.99928746 -0.99927801 -0.9991557 -0.9991557 -0.9985136 -0.99877448 -0.99920802 -0.99877351 -0.99452557 -0.99721695 -0.99799299 -0.99548056 -0.99776349 -0.99837374 -0.99822526 -0.99716244 -0.99914366 -0.99860485 -0.99882799 -0.99894312
"SITTING" 20 0.21268136 -0.070431643 -0.1947619 0.83650576 -0.15402397 -0.43712105 -0.099087022 -0.4311918 -0.49499163 -0.27256375 -0.35610038 -0.33096824 -0.11719 -0.10330387 -0.12413208 -0.99654146 -0.99654146 -0.9975218 -0.99719539 -0.99887779 -0.99827812 -0.99171648 -0.99493053 -0.55214439 -0.70356761 -0.6841624 -0.99749228 -0.99456425 -0.99649179 -0.63058921 -0.9634169 -0.76974749 -0.99831252 -0.99690394 -0.99785338 -0.62385402 -0.905175 -0.73304345 -0.99878808 -0.64393387 -0.99817606 -1 -0.99809901 -0.77049287 -0.99949505 -0.55515602 -0.49474718 -0.76335134 -0.89413971 -0.76136632 -0.92424301 0.027404516 -0.054175937 -0.9988127 -0.99246015 -0.99324063 -0.99982701 -0.99862726 -0.99846968 -0.99740058 -0.99427692 -0.99789109 -0.99892045 -0.99728296 -0.9977931 -0.99960412 -0.99836545 -0.99868238 -0.99896476 -0.99896476 -0.99809479 -0.99774007 -0.9994801 -0.9991043 -0.99261435 -0.99174201 -0.99794877 -0.99494085 -0.99799414 -0.99912867 -0.99783206 -0.99789132 -0.99855565 -0.99735123 -0.99767693 -0.99914669
"SITTING" 21 -0.088993912 -0.061877009 -0.15863815 0.52508454 -0.0775378 0.2177229 0.0057089301 -0.2261508 -0.22676287 -0.17064095 -0.2466024 -0.55367399 -0.11956657 -0.098391709 -0.13459851 -0.99938204 -0.99938204 -1 -0.9987382 -1 -0.99959034 -0.99599989 -0.99778335 -0.83162003 -0.65413219 -0.84825397 -0.99927445 -0.99698228 -0.99928299 -0.37560637 -0.70399286 -0.71585891 -0.99941703 -0.99875938 -0.99828722 -0.35384227 -0.86895474 -0.67878645 -0.99979458 -0.76476824 -1 -0.39835576 -0.99962071 -0.80688397 -0.99991313 -0.61640705 -0.44272957 -0.45956622 -0.71637628 -0.73096982 -0.79409088 -0.24608072 -0.3945112 -0.99971749 -0.99775624 -0.99811933 -0.99960619 -0.99962468 -0.99894143 -0.99896495 -0.99562243 -0.99975461 -0.99930206 -0.9986424 -0.99883415 -0.99988263 -0.99952544 -0.9982513 -1 -1 -1 -0.99942882 -0.99983194 -0.99978723 -0.9988007 -0.99761869 -0.99921072 -0.99647119 -0.99952729 -0.9994094 -0.99849169 -0.99922447 -0.99954838 -0.99996007 -0.99923226 -0.99973755
"SITTING" 22 0.23157481 -0.15839475 -0.34597805 0.88854581 -0.16212082 0.034019738 -0.091462961 -0.13842716 -0.067240889 -0.2445337 -0.13301736 -0.79897208 -0.10511075 -0.064243977 -0.11955963 -0.99780169 -0.99780169 -0.99524339 -0.99696952 -0.99750587 -0.9981015 -0.99101712 -0.99139739 -0.26963932 -0.39423884 -0.34215857 -0.99779481 -0.9919744 -0.99527276 0.0038394099 -0.36449645 -0.17303139 -0.99713281 -0.99674258 -0.99559292 -0.29134464 -0.62368135 -0.58155746 -0.99581052 -0.33081307 -0.99603615 -0.41369764 -0.99675023 -0.5552391 -0.99774691 -0.26442215 -0.31315584 -0.61475355 -0.54479933 -0.6423294 -0.88272488 0.082374538 -0.23019237 -0.99859653 -0.99363656 -0.99348617 -0.9997964 -0.99858765 -0.99725232 -0.99810136 -0.99168063 -0.99591241 -0.99822217 -0.99719179 -0.99715308 -0.99729181 -0.99836639 -0.99566202 -0.99658761 -0.99658761 -0.99647917 -0.99689087 -0.9979514 -0.99902339 -0.99458788 -0.99532755 -0.99869875 -0.99361876 -0.99597365 -0.99860942 -0.99747062 -0.99828197 -0.99693548 -0.99609173 -0.99744143 -0.99809291
"SITTING" 23 0.079402186 -0.072470086 -0.21074605 0.69805338 -0.058979938 -0.018412151 -0.015380868 -0.57209822 -0.47980454 -0.37882339 -0.2822398 -0.36796262 -0.24900473 -0.10705194 -0.10943187 -0.99438643 -0.99438643 -0.99699839 -0.99323975 -0.99847508 -0.99846332 -0.9941171 -0.99020513 -0.51032656 -0.41335767 -0.67783091 -0.99797442 -0.99466654 -0.99609146 -0.46041433 -0.53094878 -0.50054954 -0.99599252 -0.995561 -0.99594905 -0.42954815 -0.83839967 -0.62797002 -0.99279553 -0.51709453 -0.99720508 -0.29651625 -0.99699463 -0.60652102 -0.99922542 -0.3989741 -0.70204225 -0.9139843 -0.89733921 -0.7966983 -0.9743238 -0.31542832 -0.14660155 -0.9988669 -0.99560697 -0.9871189 -0.99950054 -0.99978128 -0.99667579 -0.99779627 -0.99564617 -0.99670828 -0.99718427 -0.99387182 -0.99621648 -0.99697325 -0.99869776 -0.99766119 -0.9922344 -0.9922344 -0.99784064 -0.99598197 -0.9994 -0.999073 -0.99618979 -0.98529186 -0.99782677 -0.99746617 -0.99609544 -0.99755369 -0.99389137 -0.99677186 -0.99264391 -0.99790027 -0.99570623 -0.99943667
"SITTING" 24 0.090218788 -0.0498859 -0.20690501 0.75920828 -0.18002068 -0.35094005 -0.12550522 -0.67788016 -0.48364101 -0.29584422 -0.43258439 -0.388714 -0.13928939 -0.28123277 -0.45090648 -0.99868774 -0.99868774 -0.99657756 -0.99850742 -0.99970238 -0.99878447 -0.99699759 -0.99628899 -0.87193162 -0.72684177 -1 -0.99849474 -0.99642178 -0.99674912 -0.37285368 -0.88058894 -0.81777883 -0.99948077 -0.9986548 -0.99765472 -0.76963327 -0.79152467 -0.76037399 -0.99782739 -0.8873453 -0.99781659 -0.6160479 -0.99872173 -0.55992112 -0.99989233 -0.56300646 -0.86680997 -0.8092673 -0.84880512 -0.70832133 -0.98037605 -0.23186618 -0.15873662 -0.99920601 -0.99852372 -0.99595591 -0.99982585 -0.99933594 -0.99782866 -0.99814268 -0.99594322 -0.99773392 -0.99958096 -0.99892037 -0.99827681 -0.99971636 -0.99886129 -0.99867458 -0.99854571 -0.99854571 -0.99817852 -0.99846039 -0.99967489 -0.9994454 -0.99845342 -0.99706965 -0.99846563 -0.99570595 -0.99728551 -0.99961318 -0.99906938 -0.99871257 -0.99872514 -0.99754841 -0.99869271 -0.99924712
"SITTING" 25 -0.32564743 -0.19603125 -0.17077519 0.48891945 -0.42202648 -0.15253845 -0.015609144 -0.48611386 -0.46936575 -0.27475622 -0.3270335 -0.70253142 -0.12517793 -0.15273794 -0.13899207 -0.99827992 -0.99827992 -0.99858329 -0.99799483 -0.99864118 -0.99797304 -0.99447192 -0.99800932 -0.75672816 -0.87705751 -0.78064963 -0.99819255 -0.99562067 -0.99800388 -0.376327 -0.86370663 -0.85824645 -0.99881911 -0.99814121 -0.9966928 -0.45139995 -0.7784802 -0.81916849 -1 -0.67833664 -0.99994109 -0.49539224 -0.9990924 -0.65537836 -0.99942123 -0.46024474 -0.5526497 -0.67433033 -0.87755408 -0.90096965 -0.92997221 -0.3274435 -0.49167916 -0.99803868 -0.99515614 -0.99725091 -0.99995586 -0.99828983 -0.99925992 -0.99789865 -0.99605268 -0.99853896 -0.9992229 -0.99840854 -0.99550132 -0.99898226 -0.99834875 -0.9984609 -0.99990297 -0.99990297 -0.99994292 -0.99917377 -0.9995206 -0.99828605 -0.99473474 -0.99682953 -0.99769621 -0.99696641 -0.99756126 -0.99935597 -0.99864894 -0.99564813 -0.99914657 -1 -0.9993029 -0.99940032
"SITTING" 26 0.16652003 -0.099672174 -0.16943392 0.6726327 -0.59750796 -0.075473229 0.035156609 -0.12048204 -0.24862002 -0.29945093 -0.33195184 -0.38817342 -0.10861038 -0.093808902 -0.091612584 -0.99859098 -0.99859098 -0.99782062 -0.9977132 -0.99921422 -0.99822901 -0.99650771 -0.99847164 -0.66833484 -0.67084756 -0.72755712 -0.99799353 -0.99652143 -0.99812729 -0.3829709 -0.54627848 -0.59777818 -0.99938313 -0.9989767 -0.99641727 -0.37336851 -0.64587039 -0.79851026 -0.99799678 -0.58678452 -0.9986675 -0.40041456 -0.99915356 -0.71377436 -0.99948758 -0.50400333 -0.54716901 -0.89466408 -0.86173139 -0.68621318 -0.98264741 -0.14323344 -0.24465212 -0.99823653 -0.99774538 -0.99861825 -0.99971509 -0.99959903 -0.9994093 -0.99800894 -0.99577088 -0.99849628 -0.99966692 -0.99882579 -0.99721946 -1 -0.99873567 -0.99797564 -0.99761144 -0.99761144 -0.99890552 -0.9987551 -0.99967928 -0.99850392 -0.99751926 -0.99793748 -0.9981994 -0.99567576 -0.99737342 -0.99987683 -0.99887682 -0.99778551 -0.99792254 -0.99809363 -0.99847862 -0.99962867
"SITTING" 27 0.19698843 -0.044881567 -0.18706051 0.84430441 -0.12405387 -0.17907726 -0.0053225354 -0.38113524 -0.80727277 -0.23306217 -0.48542398 -0.48562415 -0.12179387 -0.10740778 -0.087403422 -0.99786679 -0.99786679 -0.99755774 -0.99637018 -0.99752215 -0.99829459 -0.99508794 -0.99602027 -0.66429014 -0.82370097 -0.67623728 -0.99778478 -0.99556027 -0.99613268 -0.18504924 -0.63273528 -0.56042322 -0.9967935 -0.9962308 -0.99709832 -0.29517657 -0.73440119 -0.41786355 -0.99884191 -0.9409752 -0.99761783 -0.25804298 -0.9964861 -0.3884199 -0.99763543 -0.26342622 -0.66779206 -0.75975187 -0.55890647 -0.69861352 -0.98419465 -0.16399429 -0.17506002 -0.9987829 -0.99668766 -0.9950156 -0.99960252 -0.99949965 -0.99807811 -0.99751805 -0.9960488 -0.99712742 -0.99779554 -0.99623319 -0.99766304 -0.99820292 -0.99709003 -0.99712911 -0.9985095 -0.9985095 -0.99822554 -0.99628656 -0.99763939 -0.99930142 -0.99676403 -0.9952773 -0.99788966 -0.99705106 -0.99667711 -0.99811242 -0.99617503 -0.99829278 -0.99767568 -0.99786508 -0.99689305 -0.99817212
"SITTING" 28 0.24687403 -0.019448815 -0.18040193 0.79483323 -0.098957914 -0.054659243 0.066154037 -0.082431348 -0.015500225 -0.18954131 -0.22502688 -0.34634541 -0.10604248 -0.057836014 -0.072886669 -0.99677435 -0.99677435 -0.99597324 -0.99808426 -0.99878799 -0.99849874 -0.99326216 -0.99446159 -0.31665587 -0.46931753 -0.58296231 -0.99869323 -0.9936493 -0.99550831 -0.17996646 -0.63514703 -0.47501936 -0.99783573 -0.9974286 -0.997526 -0.23839552 -0.79985546 -0.81122388 -0.9972523 -0.43433327 -0.99783155 -0.0018136259 -0.99834585 -0.47791128 -0.99899773 -0.13973155 -0.41642992 -0.85930049 -0.65377166 -0.95910629 -0.93331734 -0.18292258 -0.19703179 -0.99821078 -0.99428193 -0.99442651 -0.99975862 -0.99937846 -0.99763351 -0.99881737 -0.99316018 -0.99592225 -0.99858886 -0.99746694 -0.99801547 -0.99812321 -0.99830338 -0.99759015 -0.99854665 -0.99854665 -0.99840989 -0.99771987 -0.9988406 -0.99868387 -0.99619472 -0.99393765 -0.99909071 -0.99363647 -0.99593872 -0.99900617 -0.99743049 -0.99871921 -0.99936037 -0.99829925 -0.99804108 -0.99885964
"SITTING" 29 0.22853332 -0.039882655 -0.42723163 0.85711628 -0.084568779 -0.067620315 -0.052763252 -0.38783255 -0.28980224 -0.19259976 -0.29194091 -1 -0.12742034 -0.097452608 -0.096881372 -0.9973825 -0.9973825 -0.99677307 -0.99822281 -0.99964221 -0.99978743 -0.99531009 -0.99228558 -0.53133638 -0.60720308 -0.60814187 -0.99877686 -0.99479266 -0.9943189 -0.36263645 -0.63925663 -0.62092798 -0.99910204 -0.9984155 -0.99671188 -0.51843954 -0.80824432 -0.70376969 -0.99719652 -0.49127312 -0.99718961 -0.50182691 -0.99914787 -0.72999586 -1 -0.66766984 -0.28677368 -0.58174553 -0.59384751 -0.85272572 -0.93687691 -0.088120238 -0.23205907 -0.99960647 -0.99708864 -0.99341462 -0.99971533 -0.99901284 -0.99958348 -0.99878081 -0.99564215 -0.99531502 -0.99942012 -0.99820748 -0.9966262 -0.99907154 -0.99904462 -0.99863074 -0.99696877 -0.99696877 -0.99768504 -0.99884712 -0.99994857 -0.99948285 -0.99726883 -0.99509399 -0.99895143 -0.99751888 -0.99483544 -0.9996057 -0.99799552 -0.99718444 -0.99642484 -0.99736933 -0.99869271 -0.99947161
"SITTING" 30 0.19793865 -0.060765185 -0.15239209 0.83399434 0.037606923 -0.036377134 0.054033859 -0.22636723 -0.1334133 -0.24056371 -0.23788971 -0.38723297 -0.1072746 -0.064655752 -0.10977369 -0.99455568 -0.99455568 -0.99455807 -0.99525721 -0.99731745 -0.99636849 -0.9904564 -0.9946815 -0.54325618 -0.46876241 -0.30630431 -0.99659312 -0.99271029 -0.99504908 -0.12501178 -0.51426592 -0.43528741 -0.99686932 -0.99523478 -0.99519271 -0.48734825 -0.73378384 -0.56276384 -0.99462781 -0.41283494 -0.9959223 -0.15069028 -0.9957937 -0.52418463 -0.99768186 -0.32949614 -0.35046245 -0.78042759 -0.72459823 -0.76364203 -0.94786749 -0.12868129 -0.18103668 -0.99731901 -0.99168819 -0.99455573 -0.9997603 -0.99891226 -0.99945275 -0.99653457 -0.9920526 -0.99600379 -0.99751218 -0.99521185 -0.99673407 -0.99832034 -0.99630818 -0.99693214 -0.99554326 -0.99554326 -0.99651147 -0.99580877 -0.99801231 -0.99780333 -0.99232598 -0.99398908 -0.99675619 -0.99375306 -0.99546939 -0.99792232 -0.9951419 -0.99781294 -0.99624577 -0.99717702 -0.99663148 -0.99835733
"STANDING" 1 0.26207188 -0.079723642 -0.1614166 0.85624934 -0.21279799 -0.37008154 0.019493504 -0.054105998 -0.066190313 -0.077593268 -0.15070225 0.059184287 -0.1963482 -0.078532459 -0.082012332 -0.99889962 -0.99889962 -0.99677442 -0.99779877 -0.99847797 -0.99897984 -0.99334981 -0.99673364 -0.64477906 -0.62342024 -0.909362 -0.99915049 -0.99367033 -0.99701525 -0.32661248 -0.70509186 -0.61034061 -0.99640073 -0.9977657 -0.99798014 -0.82167033 -0.99522973 -0.73624944 -0.99861456 -0.66965587 -0.99895571 -0.34224902 -0.9985403 -0.79444085 -0.99947837 -0.56036673 -0.39764796 -0.69505312 -0.92444743 -0.91262704 -0.89174913 0.010798431 0.073549353 -0.99904753 -0.99419877 -0.99739619 -1 -0.99894959 -0.99726082 -0.99881662 -0.99404698 -0.9974228 -0.99755379 -0.99818711 -0.99804182 -0.99819369 -0.9981083 -0.99938127 -0.99828176 -0.99828176 -0.99921976 -0.99859349 -0.9994555 -0.99904596 -0.99628101 -0.9971996 -0.99905514 -0.99500681 -0.99721339 -0.99792496 -0.99845691 -0.99866015 -0.9981027 -0.99836024 -0.99877699 -0.99915704
